content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
good,5,Positive,1,good,1,good
saya punya voucher yesdok kalo yg minat silakan dm ig saya ya tiaraksndr,4,Positive,13,voucher yesdok kalo minat silakan dm ig ya tiaraksndr,9,voucher yesdok kalo minat silakan dm ig ya tiaraksndr
sangat membantu,5,Positive,2,membantu,1,membantu
barang kali ada yg mau voucher 200k dm aja @ysyek16,5,Positive,11,barang kali voucher k dm aja  ysyek,7,barang kali voucher k dm aja ysyek
saya punya voucher 200k yg minat langsung dm aja ig saya @tantimhumu 50k,5,Positive,14,voucher k minat langsung dm aja ig  tantimhumu k,9,voucher k minat langsung dm aja ig tantimhumu k
aku ada vocer 200k untuk pengguna baru.. dm aj ig can_._1,5,Positive,12,vocer k pengguna  dm aj ig can,7,vocer k pengguna dm aj ig can
saya punya volcher 200k nih yg minat chat fb anggun lutfiana ll,5,Positive,12,volcher k minat chat fb anggun lutfiana ll,8,volcher k minat chat fb anggun lutfiana ll
"baru pertama konsul, awalnya gugup, nmun dokternya sangat ramah. sangat membantu.",4,Positive,15,konsul gugup nmun dokternya ramah membantu,6,konsul gugup nmun dokternya ramah membantu
terimakasih yes dokk dokter sangat ramah dan responsip,5,Positive,8,terimakasih yes dokk dokter ramah responsip,6,terimakasih ye dokk dokter ramah responsip
ad vocer 200k yg minat bisa hub. saya ig saya @fass232_,4,Positive,13,ad vocer k minat hub ig  fass,7,ad vocer k minat hub ig fass
aku ada voucher 200k yesdok siapa tau ada yg minat dm instagramku ya indahpermatadns thx,5,Positive,15,voucher k yesdok tau minat dm instagramku ya indahpermatadns thx,10,voucher k yesdok tau minat dm instagramku ya indahpermatadn thx
sudah mencoba dan hasilnya memuaskan saya bisa tau cara mengatasi keluhan saya selama ini perfect apps.....,5,Positive,17,mencoba hasilnya memuaskan tau mengatasi keluhan perfect apps ,8,mencoba hasilnya memuaskan tau mengatasi keluhan perfect app
mantab soul,5,Positive,2,mantab soul,2,mantab soul
yg minat voucer 200k dm ig sarmi.panjaitan,5,Positive,7,minat voucer k dm ig sarmipanjaitan,6,minat voucer k dm ig sarmipanjaitan
mantapp pak dokterrrr,5,Positive,3,mantapp dokterrrr,2,mantapp dokterrrr
voucher 200k sell 20k pulsa minat dm ig:@meneyney,4,Positive,11,voucher k sell k pulsa minat dm ig   meneyney,9,voucher k sell k pulsa minat dm ig meneyney
"baru pertama kali konsul sama dokter nya udah puas banget, sangat ramah, bersahabat banget pokoknya, aku kasih 5 bintang ya",5,Positive,23,kali konsul dokter nya udah puas ramah bersahabat pokoknya kasih  bintang ya,12,kali konsul dokter nya udah pua ramah bersahabat pokoknya kasih bintang ya
sangat membantu,5,Positive,2,membantu,1,membantu
yang mau vocer 200k tuker sama pulsa20k bisa dm ig:isna.wti,5,Positive,12,vocer k tuker pulsak dm ig  isnawti,7,vocer k tuker pulsak dm ig isnawti
sangat bermanfaat,5,Positive,2,bermanfaat,1,bermanfaat
"voucher 200k, sell 20k pulsa dm instagram me widi_yontono",4,Positive,10,voucher k sell k pulsa dm instagram me widiyontono,9,voucher k sell k pulsa dm instagram me widiyontono
yang mau voucher 200k dm saya @hdytttttt,5,Positive,8,voucher k dm  hdytttttt,4,voucher k dm hdytttttt
sangat baik,5,Positive,2,,0,
terima kasih ya mba dokter atas pemberitahuan nya,5,Positive,8,terima kasih ya mba dokter pemberitahuan nya,7,terima kasih ya mba dokter pemberitahuan nya
yg minat voucher 200k silahkan dm ig nuruleka_fa,5,Positive,8,minat voucher k silahkan dm ig nurulekafa,7,minat voucher k silahkan dm ig nurulekafa
"verifikasi tryt hanya diberikan 1x. klo lebih dari 10menit gak dimasukkan, ganti email. mengenai pelayanan, dokter bersahabat dan sabar saat diajak konsultasi. terima kasih yesdok",5,Positive,30,verifikasi tryt x klo menit gak dimasukkan ganti email pelayanan dokter bersahabat sabar diajak konsultasi terima kasih yesdok,18,verifikasi tryt x klo menit gak dimasukkan ganti email pelayanan dokter bersahabat sabar diajak konsultasi terima kasih yesdok
saya suka sekali dan sangat membantu,5,Positive,6,suka membantu,2,suka membantu
sangat membantuu,5,Positive,2,membantuu,1,membantuu
pelayanan cepat dan baik.,5,Positive,5,pelayanan cepat,2,pelayanan cepat
sangat membantu.,5,Positive,3,membantu,1,membantu
"membantu sekali, terimakasih",5,Positive,4,membantu terimakasih,2,membantu terimakasih
keren,5,Positive,1,keren,1,keren
saya ada voucher 200k. yg minat bisa dm ig juan.kapantow,5,Positive,11,voucher k minat dm ig juankapantow,6,voucher k minat dm ig juankapantow
good,5,Positive,1,good,1,good
"buat yang mau voucher yesdok 200k ada nih, kalau mau dm aj ig saya naldomahesa.",5,Positive,17,voucher yesdok k dm aj ig naldomahesa,7,voucher yesdok k dm aj ig naldomahesa
buat yang mau voucher yesdok ada nih 200rb kalo mau kontak aja ig: rizkiardianzah12,5,Positive,15,voucher yesdok rb kalo kontak aja ig  rizkiardianzah,8,voucher yesdok rb kalo kontak aja ig rizkiardianzah
"saya ada voucher 200k, minat dm di ig @apriyansapopo",5,Positive,11,voucher k minat dm ig  apriyansapopo,6,voucher k minat dm ig apriyansapopo
terimakasih sangat membantu sekali,5,Positive,4,terimakasih membantu,2,terimakasih membantu
aq ada voucher 200k nih yg mau dm aja di mrs_herdani,5,Positive,11,aq voucher k dm aja mrsherdani,6,aq voucher k dm aja mrsherdani
sya dapatkn voucher 200k yesdok,4,Positive,5,sya dapatkn voucher k yesdok,5,sya dapatkn voucher k yesdok
sangat membantu,5,Positive,2,membantu,1,membantu
"ada voucher 200 k ini kalo mau , dm ig aja @achmadkoha",4,Positive,13,voucher  k kalo dm ig aja  achmadkoha,7,voucher k kalo dm ig aja achmadkoha
sangat membantu,5,Positive,2,membantu,1,membantu
buat top up nya tambahin lagi jangan bank bca aja.. punya bri atau bni saja.. lainnya sangat memuaskan,5,Positive,20,top up nya tambahin bank bca aja  bri bni  memuaskan,10,top up nya tambahin bank bca aja bri bni memuaskan
sukaa... dokternya bersahabat jadi saat konsultasi tidak canggung,4,Positive,9,sukaa  dokternya bersahabat konsultasi canggung,5,sukaa dokternya bersahabat konsultasi canggung
sangat membantu dan harga konsultasi nya relatif murah dibanding ke klinik atau ke rs yg harus mengeluarkan ongkos,5,Positive,18,membantu harga konsultasi nya relatif murah dibanding klinik rs mengeluarkan ongkos,11,membantu harga konsultasi nya relatif murah diband klinik rs mengeluarkan ongko
"sangat membantu,dokternya ramah dan jawabannya sangat memuaskan. terima kasih",5,Positive,12,membantu dokternya ramah jawabannya memuaskan terima kasih,7,membantu dokternya ramah jawabannya memuaskan terima kasih
aplikasi ini sangat membantu,5,Positive,4,aplikasi membantu,2,aplikasi membantu
"saya dapet voucher 200k, untuk yang berminat bisa hubungi email ini",4,Positive,12,dapet voucher k berminat hubungi email,6,dapet voucher k berminat hubungi email
yang mau voucer yesdok 200k.dm atau ig: jarko_id,5,Positive,9,voucer yesdok kdm ig  jarkoid,5,voucer yesdok kdm ig jarkoid
sangat suka dokternya bersahabat bisa langsung memberikan saran solusi yang baik.,5,Positive,12,suka dokternya bersahabat langsung saran solusi,6,suka dokternya bersahabat langsung saran solusi
saya ad voucher yesdok 400rbu yg mau nisa dm ig sya @anisawqyh,5,Positive,13,ad voucher yesdok rbu nisa dm ig sya  anisawqyh,9,ad voucher yesdok rbu nisa dm ig sya anisawqyh
konsultasinya cukup membantu,5,Positive,3,konsultasinya membantu,2,konsultasinya membantu
sya dapat voucher 200 cara gunaix bgaimna?,4,Positive,8,sya voucher  gunaix bgaimna ,4,sya voucher gunaix bgaimna
saya mendapatkan voucer 200k yesdok,5,Positive,5,voucer k yesdok,3,voucer k yesdok
saya punya voucher 200k yesdok. kalo ada yang minta bisa dm saya _kapalkayu,5,Positive,14,voucher k yesdok kalo dm kapalkayu,6,voucher k yesdok kalo dm kapalkayu
punya voucher 200 langsung aja nih yg mau boleh dm..,4,Positive,11,voucher  langsung aja dm ,4,voucher langsung aja dm
dokternya bersahabat dan bisa mengetahui keluhan pasien. makasih atas sarannya,5,Positive,11,dokternya bersahabat keluhan pasien makasih sarannya,6,dokternya bersahabat keluhan pasien makasih sarannya
"saya ada voucher 200k yes dok, yang mau bisa hubungi",5,Positive,11,voucher k yes dok hubungi,5,voucher k ye dok hubungi
saya punya voucher 200k yesdok kalau ada yg mau bisa dm ig : d.arumsari,4,Positive,14,voucher k yesdok dm ig  darumsari,6,voucher k yesdok dm ig darumsari
"oke ni aplikasi sangat membantu.tanpa harus repot ke rs ataupun klinik klinik kesehatan.saving time bngt.langsung berinteraksi sama dokternya langsung,pokoonya thanks yesdok",5,Positive,23,oke ni aplikasi membantutanpa repot rs klinik klinik kesehatansaving time bngtlangsung berinteraksi dokternya langsung pokoonya thanks yesdok,17,oke ni aplikasi membantutanpa repot rs klinik klinik kesehatansav time bngtlangsung berinteraksi dokternya langsung pokoonya thank yesdok
yang mau vocer yes dok 200rb silahkan dm saya di @febrianims berlaki smpe 31 agustus yah,4,Positive,17,vocer yes dok rb silahkan dm  febrianims berlaki smpe  agustus yah,11,vocer ye dok rb silahkan dm febrianim berlaki smpe agustu yah
sangat membantu,5,Positive,2,membantu,1,membantu
tolong donk teman² sy dapet voucher yesdok 200rb cara menggunakannya gmn ya?,5,Positive,13,tolong donk teman sy dapet voucher yesdok rb menggunakannya gmn ya ,11,tolong donk teman sy dapet voucher yesdok rb menggunakannya gmn ya
mntaap,5,Positive,1,mntaap,1,mntaap
"ada yg mau voucher yesdok 200k, tuker pulsa aja. yg mau silahkan dm @yuli999_",5,Positive,17,voucher yesdok k tuker pulsa aja silahkan dm  yuli,9,voucher yesdok k tuker pulsa aja silahkan dm yuli
saya dapat vocher 200k yesdok. yang mau tau bisa wa atau dm,5,Positive,13,vocher k yesdok tau wa dm,6,vocher k yesdok tau wa dm
mantap,5,Positive,1,mantap,1,mantap
saya punya voucher 200k bisa dituker sma pulsa yg mau dm nya @keisha_muqodas,3,Neutral,14,voucher k dituker sma pulsa dm nya  keishamuqodas,8,voucher k dituk sma pulsa dm nya keishamuqoda
"aplikasi cukup bermanfaat, semoga orangorang yang terlibat dalam pembuatan aplikasi ini dapat pahala berlipatganda. untuk yang lainnya yang butuh saldo 25rb masukkan aja kode ini insya allah langsung dapat tambahan saldo. rizkya35u.",5,Positive,36,aplikasi bermanfaat semoga orangorang terlibat pembuatan aplikasi pahala berlipatganda butuh saldo rb masukkan aja kode insya allah langsung tambahan saldo rizkyau,21,aplikasi bermanfaat semoga orangorang terlibat pembuatan aplikasi pahala berlipatganda butuh saldo rb masukkan aja kode insya allah langsung tambahan saldo rizkyau
bagus,5,Positive,1,bagus,1,bagu
saya dapet voucher 200k dari shoppe itu bisa ditukar tidak?,4,Positive,11,dapet voucher k shoppe ditukar ,5,dapet voucher k shopp ditukar
"saya punya voucher 200 k ,yang mau di alihkan langsung dm @megatrisilfia",5,Positive,14,voucher  k alihkan langsung dm  megatrisilfia,6,voucher k alihkan langsung dm megatrisilfia
sangat membantu dan dokternyapun sangat ramah,5,Positive,6,membantu dokternyapun ramah,3,membantu dokternyapun ramah
saya ada voucher dari shope untuk yesdok. saya sudah 2 kali dapat sy suka pelayanan nya bisa berkonsultasi ttg kesehatan. dan skrg saya dapat voucher lagi 200k jika mau tukar pulsa. dm saya yah.... @irashe023 thx,5,Positive,41,voucher shope yesdok  kali sy suka pelayanan nya berkonsultasi ttg kesehatan skrg voucher k tukar pulsa dm yah   irashe thx,20,voucher shope yesdok kali sy suka pelayanan nya berkonsultasi ttg kesehatan skrg voucher k tukar pulsa dm yah irash thx
"sangat membantu, masukkan kode mayas25u dan dapatkan saldo nya ",5,Positive,10,membantu masukkan kode mayasu dapatkan saldo nya,7,membantu masukkan kode mayasu dapatkan saldo nya
keren semuanya lancar,5,Positive,3,keren lancar,2,keren lancar
saya punya voucher 200k. yg mau kodenya bisa langsung dm atau atau wa,5,Positive,14,voucher k kodenya langsung dm wa,6,voucher k kodenya langsung dm wa
saya punya voucher 200k dari shopee yang mau dm ya @aisyahmaratu_05 berlaku sampe 31 agustus,5,Positive,16,voucher k shopee dm ya  aisyahmaratu berlaku sampe  agustus,9,voucher k shope dm ya aisyahmaratu berlaku samp agustu
saya mempunyai voucer yesdok dari shopee yang mau dialihkan dm @renziayunda,5,Positive,12,voucer yesdok shopee dialihkan dm  renziayunda,6,voucer yesdok shope dialihkan dm renziayunda
saya punya voucher yesdok 200k dari shopee.yang mau silahkan dm @rizaldwiar_,5,Positive,12,voucher yesdok k shopeeyang silahkan dm  rizaldwiar,7,voucher yesdok k shopeeyang silahkan dm rizaldwiar
"permisi saya punya voucher 200k dari yesdok, voucher guavapass 100k sama vocher diskon dari airy 15% bisa ditukar sama pulsa kalo mau dm di @febi.dewi",3,Neutral,28,permisi voucher k yesdok voucher guavapass k vocher diskon airy   ditukar pulsa kalo dm  febidewi,15,permisi voucher k yesdok voucher guavapass k vocher diskon airi ditukar pulsa kalo dm febidewi
"saya punya voucher 200k dari shopee,mau mau ailahkan dm @syakirin_bozger",4,Positive,13,voucher k shopee ailahkan dm  syakirinbozger,6,voucher k shope ailahkan dm syakirinbozg
dd punya vocher 200k di yesdok dari shopee. chat lewat line: nisrinaathiraan,5,Positive,14,dd vocher k yesdok shopee chat line  nisrinaathiraan,8,dd vocher k yesdok shope chat line nisrinaathiraan
"ada voucher 200k nih kalau bisa tuker aja sama pulsa berapa.aja, minat dm ig : maulana0522_",5,Positive,17,voucher k tuker aja pulsa berapaaja minat dm ig  maulana,10,voucher k tuker aja pulsa berapaaja minat dm ig maulana
saya punya voucher 200k dari shopee yang mau bisa dm @achmadrizkyr,4,Positive,12,voucher k shopee dm  achmadrizkyr,5,voucher k shope dm achmadrizkyr
top,5,Positive,1,top,1,top
ok,5,Positive,1,ok,1,ok
"saya punya voucher yesdok 200 ribu dari shopee, yang mau tuker sama pulsa aja. bisa dm ig @kkrimah06_",4,Positive,21,voucher yesdok  ribu shopee tuker pulsa aja dm ig  kkrimah,10,voucher yesdok ribu shope tuker pulsa aja dm ig kkrimah
mantaps!!!,5,Positive,4,mantaps   ,1,mantap
"suka banget sih,tapi tarif nya kemahalan loh hehe 10 menit 200rb, kurangin lah tarifnya ,tapi kualitas dan layanan dokternya jangan dikurangin juga hehe",3,Neutral,27,suka tarif nya kemahalan hehe  menit rb kurangin tarifnya kualitas layanan dokternya dikurangin hehe,14,suka tarif nya kemahalan hehe menit rb kurangin tarifnya kualita layanan dokternya dikurangin hehe
makasii aplikasi nya sedikit membantu .. tolong biaya nya jan mahal mhal dong,5,Positive,13,makasii aplikasi nya membantu  tolong biaya nya jan mahal mhal,10,makasii aplikasi nya membantu tolong biaya nya jan mahal mhal
sangat bermanfaat,5,Positive,2,bermanfaat,1,bermanfaat
"keren dokter2nya, ramah dan cepat kasih tanggapan dan solusi",5,Positive,10,keren dokternya ramah cepat kasih tanggapan solusi,7,keren dokternya ramah cepat kasih tanggapan solusi
saya suka banget sama aplikasi ini. dokternya jugak ramah. trus dokternya menjelaskan cara menghindari sesuatu penyakit dengan detail. pokoknya good job lahh,5,Positive,25,suka aplikasi dokternya jugak ramah trus dokternya menghindari penyakit detail pokoknya good job lahh,14,suka aplikasi dokternya jugak ramah tru dokternya menghindari penyakit detail pokoknya good job lahh
knp ga bisa di unsubscribe sih? email masuk jd bertumpuk².,2,Negative,12,knp ga unsubscribe  email masuk jd bertumpuk,7,knp ga unsubscrib email masuk jd bertumpuk
sangat membatu tanpa harus jalan jauh ke dokter,5,Positive,8,membatu jalan dokter,3,membatu jalan dokter
bagus.. sangat membantu,5,Positive,4,bagus  membantu,2,bagu membantu
sgt bermanfaat,4,Positive,2,sgt bermanfaat,2,sgt bermanfaat
"yang mau vhoucer 200rb, hayok tukar ama pulsa 50rb aja, chat via line id : vhoespa , ig : guunggek_puspa",5,Positive,22,vhoucer rb hayok tukar ama pulsa rb aja chat via line id  vhoespa ig  guunggekpuspa,15,vhoucer rb hayok tukar ama pulsa rb aja chat via line id vhoespa ig guunggekpuspa
bagus,5,Positive,1,bagus,1,bagu
aku beri bintang lima karena sudah berhasil log in.,5,Positive,10,bintang berhasil log in,4,bintang berhasil log in
top,5,Positive,1,top,1,top
apakah saya bisa menjadi brand sponsor resmi aplikasi ini?,5,Positive,10,brand sponsor resmi aplikasi ,4,brand sponsor resmi aplikasi
"kenapa ketika saya ingin membuat panggilan, ada tulisan ""enable your camera 
or microphone"" itu artinya apa? mohon dibantu",4,Positive,22,panggilan tulisan  enable your camera or microphone   mohon dibantu,9,panggilan tulisan enabl your camera or microphon mohon dibantu
yang mau voucher 200 rb sni..tukar pulsa aj @bang.kep,5,Positive,12,voucher  rb sni  tukar pulsa aj  bangkep,7,voucher rb sni tukar pulsa aj bangkep
sangat membantu menambah informasi untuk lebih memahami kesehatan ibu.,5,Positive,10,membantu menambah informasi memahami kesehatan,5,membantu menambah informasi memahami kesehatan
"yesdok sangat membantu. walaupun baru pertma kali menggunakan. terimakasih 
yesdok",5,Positive,12,yesdok membantu pertma kali terimakasih yesdok,6,yesdok membantu pertma kali terimakasih yesdok
"sangat membantu, untung dapat voucher gratis 200rb dari shopee",5,Positive,10,membantu untung voucher gratis rb shopee,6,membantu untung voucher grati rb shope
"saya ada voucer 200rbu di yesdok dan disc 7% di klook sampai 31 agustus , 
bagi yang membutuhkan hubungi saya di ig @lia_purwanti03 barter via pulsa 
50rbu aja..",3,Neutral,31,voucer rbu yesdok disc   klook  agustus membutuhkan hubungi ig  liapurwanti barter via pulsa rbu aja ,15,voucer rbu yesdok disc klook agustu membutuhkan hubungi ig liapurwanti barter via pulsa rbu aja
sangat membantu,5,Positive,2,membantu,1,membantu
sangat membantu,5,Positive,2,membantu,1,membantu
sangat membantu,5,Positive,2,membantu,1,membantu
"mantap, bermanfaat",5,Positive,3,mantap bermanfaat,2,mantap bermanfaat
good app,5,Positive,2,good app,2,good app
"nice app, pokoknya nyaman konsul and nggak nyesel udah instal",5,Positive,11,nice app pokoknya nyaman konsul and nggak nyesel udah instal,10,nice app pokoknya nyaman konsul and nggak nyesel udah instal
saya ada vocher 200 ribu mau barter sama pulsa juga boleh,5,Positive,11,vocher  ribu barter pulsa,4,vocher ribu barter pulsa
sangat membantu sekaliiiii,5,Positive,3,membantu sekaliiiii,2,membantu sekaliiiii
ok,5,Positive,1,ok,1,ok
sangat membantu,5,Positive,2,membantu,1,membantu
sangat membantu sekali untuk pertolongan pertama jd tdk perlu dokter,5,Positive,10,membantu pertolongan jd tdk dokter,5,membantu pertolongan jd tdk dokter
terimakssih sangat membantu sekali,5,Positive,4,terimakssih membantu,2,terimakssih membantu
bagus,5,Positive,1,bagus,1,bagu
oke banget,5,Positive,2,oke,1,oke
"saya ada voucher yesdok dari shopee siapa yang mau langsung dm ke ig 
muhammadramdhan 938",5,Positive,15,voucher yesdok shopee langsung dm ig muhammadramdhan ,7,voucher yesdok shope langsung dm ig muhammadramdhan
baru nyoba karena shopee,3,Neutral,4,nyoba shopee,2,nyoba shope
cara penukaran ke shopee gmn yaahh,5,Positive,6,penukaran shopee gmn yaahh,4,penukaran shope gmn yaahh
sangat membantuu .. bagus buat yang gak bisa kemna2 ..,5,Positive,10,membantuu  bagus gak kemna ,4,membantuu bagu gak kemna
"punya 2 voucher 200k (exp 31'08'18) - barter pulsa. minat dm ig 
@nailarodlia terimakasih",4,Positive,18, voucher k  exp    barter pulsa minat dm ig  nailarodlia terimakasih,10,voucher k exp barter pulsa minat dm ig nailarodlia terimakasih
sangat membantu,5,Positive,2,membantu,1,membantu
sangat membantu,5,Positive,2,membantu,1,membantu
"sangat bermanfaat, apalagi saldo awal dapet gratis dari shopee 200rb, yang 
dapet voucher juga saran saya mending dipake aja deh buat konsultasi 
daripada di jual ga seberapa, aplikasi nya berguna sekali ",5,Positive,34,bermanfaat saldo dapet gratis shopee rb dapet voucher saran mending dipake aja konsultasi jual ga aplikasi nya berguna,18,bermanfaat saldo dapet grati shope rb dapet voucher saran mend dipak aja konsultasi jual ga aplikasi nya berguna
lebih enak halodoc. free alias gak pake bayar~~,1,Negative,9,enak halodoc free alias gak pake bayar,7,enak halodoc free alia gak pake bayar
"saya ada voucher yesdok 200k + diskon 100k guavapass!, yang mau barter 
dengan pulsa 50k dm ig @anjasmaraprasetya",5,Positive,21,voucher yesdok k  diskon k guavapass  barter pulsa k dm ig  anjasmaraprasetya,12,voucher yesdok k diskon k guavapass barter pulsa k dm ig anjasmaraprasetya
"saya punya voucher yesdok 200 rb, berlaku sampai 31 agustus.. yang mau 
barter sama pulsa 50 rb silahkan dm ke ig saya ya @rekhasrisya makasih",4,Positive,28,voucher yesdok  rb berlaku  agustus  barter pulsa  rb silahkan dm ig ya  rekhasrisya makasih,14,voucher yesdok rb berlaku agustu barter pulsa rb silahkan dm ig ya rekhasrisya makasih
sangat membantu,5,Positive,2,membantu,1,membantu
dengan yesdok saya tdk perlu antri atau keluar rumah u konsultasi,5,Positive,11,yesdok tdk antri rumah u konsultasi,6,yesdok tdk antri rumah u konsultasi
"saya punya voucher yesdok 200k berlaku sampai 31 agustus kalo mau barter 
30rb aja, bisa langsung dm ke ig: silvi.ardana",3,Neutral,22,voucher yesdok k berlaku  agustus kalo barter rb aja langsung dm ig  silviardana,13,voucher yesdok k berlaku agustu kalo barter rb aja langsung dm ig silviardana
"terimakasih  dok,dapat voucher gratis  dan bermanfaat sekali keluhan 
yang saya rasa ini",5,Positive,14,terimakasih dok voucher gratis bermanfaat keluhan,6,terimakasih dok voucher grati bermanfaat keluhan
"ada yang mau voucher yesdok 200rb , diskon airy 15% , diskon airpaz 50rb, 
diskon 100rb guavapass semua voucher/diskon bisa di tuker pulsa 50rb 
,langsung ke ig saya @joni_managih tks",5,Positive,34,voucher yesdok rb diskon airy   diskon airpaz rb diskon rb guavapass voucherdiskon tuker pulsa rb langsung ig  jonimanagih tks,19,voucher yesdok rb diskon airi diskon airpaz rb diskon rb guavapass voucherdiskon tuker pulsa rb langsung ig jonimanagih tk
membantu sekali,5,Positive,2,membantu,1,membantu
membatu bgt..saya suka yesdok,5,Positive,6,membatu  suka yesdok,3,membatu suka yesdok
"membantu, tapi sayangnya belum bisa langsung memilih dokter spesialis",3,Neutral,10,membantu sayangnya langsung memilih dokter spesialis,6,membantu sayangnya langsung memilih dokter spesiali
"haii..saya punya voucher yesdok 200rb berlaku sampai 31 agustus 2018 niih.. 
bagi yang berminat bisa barter dengan pulsa 30rb, dm di ig: @amaliyahra9 
makasiih :))",5,Positive,33,haii  voucher yesdok rb berlaku  agustus  niih  berminat barter pulsa rb dm ig   amaliyahra makasiih   ,15,haii voucher yesdok rb berlaku agustu niih berminat barter pulsa rb dm ig amaliyahra makasiih
good,4,Positive,1,good,1,good
"saya punya voucher yesdok 200 ribu masa berlaku sampai 31 agustus ayo 
buruan, kalau mau bt sama pulsa 25 ribu dm ig: alberi_46",5,Positive,25,voucher yesdok  ribu berlaku  agustus ayo buruan bt pulsa  ribu dm ig  alberi,13,voucher yesdok ribu berlaku agustu ayo buruan bt pulsa ribu dm ig alberi
"saya punya voucher yesdok 200rb.. tapi mw saya gunain sendiri siapatau 
bermanfaat",4,Positive,13,voucher yesdok rb  mw gunain siapatau bermanfaat,7,voucher yesdok rb mw gunain siapatau bermanfaat
sangat baik,5,Positive,2,,0,
sangat membantu. apa lgi dokter ny ramah,5,Positive,8,membantu lgi dokter ny ramah,5,membantu lgi dokter ny ramah
"saya punya voucher yesdok 200k, tukar pulsaa boleh hub dm ig dwiyanarahma",4,Positive,13,voucher yesdok k tukar pulsaa hub dm ig dwiyanarahma,9,voucher yesdok k tukar pulsaa hub dm ig dwiyanarahma
"saya ada voucher nih yesdok 200k, 15% airy 75k dan 50k airpaz berlaku sampe 
31 agustus barangkali ada yang mau barter langsung dm aja ke @nadiabj_",4,Positive,29,voucher yesdok k   airy k k airpaz berlaku sampe  agustus barangkali barter langsung dm aja  nadiabj,16,voucher yesdok k airi k k airpaz berlaku samp agustu barangkali barter langsung dm aja nadiabj
nice,5,Positive,1,nice,1,nice
terima kasih saranx,5,Positive,3,terima kasih saranx,3,terima kasih saranx
"saya punya voucher yesdok 200rb sampe 31 agustus. tuker pulsa boleeh. yuukk 
dm ig @ayudhiainara10 makasih",4,Positive,19,voucher yesdok rb sampe  agustus tuker pulsa boleeh yuukk dm ig  ayudhiainara makasih,13,voucher yesdok rb samp agustu tuker pulsa boleeh yuukk dm ig ayudhiainara makasih
saya punya saldo 200rb. boleh tukar pulsa 25rb  ig @euissmulyann,5,Positive,12,saldo rb tukar pulsa rb ig  euissmulyann,7,saldo rb tukar pulsa rb ig euissmulyann
"saya punya voucher yesdok 200ribu bisa tuker saldo/pulsa 50rb... chat aja 
di akun shopee q @aisyah.alhaddad",5,Positive,18,voucher yesdok ribu tuker saldopulsa rb  chat aja akun shopee q  aisyahalhaddad,12,voucher yesdok ribu tuker saldopulsa rb chat aja akun shope q aisyahalhaddad
goooooood,5,Positive,1,goooooood,1,goooooood
"saya punya voucher yesdok 200 rb berlaku sampai 31 agustus , diskon 15 % 
airy , diskon 50 rb airpaz yang mau barter pulsa 30 rb bisa dm 
@andi.nita_takdir . makasih",5,Positive,32,voucher yesdok  rb berlaku  agustus diskon   airy diskon  rb airpaz barter pulsa  rb dm  andinitatakdir makasih,16,voucher yesdok rb berlaku agustu diskon airi diskon rb airpaz barter pulsa rb dm andinitatakdir makasih
sangat membatu,4,Positive,2,membatu,1,membatu
"alhamdulillah vocer yesdok nya bermanfaat bangat, saya bisa konsul lgsg di 
telfon",4,Positive,13,alhamdulillah vocer yesdok nya bermanfaat bangat konsul lgsg telfon,9,alhamdulillah vocer yesdok nya bermanfaat bangat konsul lgsg telfon
membantu,5,Positive,1,membantu,1,membantu
mantafff sangat membantu,5,Positive,3,mantafff membantu,2,mantafff membantu
"semua kode voucher yesdok itu sama, semua kodenya ""spe230"" voucher 200rb, 
coba aja kalo kaga percaya..",2,Negative,21,kode voucher yesdok kodenya  spe  voucher rb coba aja kalo kaga percaya ,12,kode voucher yesdok kodenya spe voucher rb coba aja kalo kaga percaya
"saya punya voucher yesdok 200k berlaku sampe tgl 31 agustus kalo mau barter 
boleh 30rb ajaa dm ke ig:qinapm makasihh",5,Positive,22,voucher yesdok k berlaku sampe tgl  agustus kalo barter rb ajaa dm ig  qinapm makasihh,15,voucher yesdok k berlaku samp tgl agustu kalo barter rb ajaa dm ig qinapm makasihh
"ada yg perlu saldo yesdok gua ada 300rb ni klo mau barter ama pulsa 50rb 
aj. minat langsung chat k ig _ajifarhan",4,Positive,23,saldo yesdok gua rb ni klo barter ama pulsa rb aj minat langsung chat k ig ajifarhan,17,saldo yesdok gua rb ni klo barter ama pulsa rb aj minat langsung chat k ig ajifarhan
ada yg mau saya punyaa voucer yes dok ganti pulsa 50rb isi voucer 200rb,5,Positive,14,punyaa voucer yes dok ganti pulsa rb isi voucer rb,10,punyaa voucer ye dok ganti pulsa rb isi voucer rb
dokter nya ramah dan membantu,5,Positive,5,dokter nya ramah membantu,4,dokter nya ramah membantu
"saya punya voucer 200k ada yang mau barter sama pulsa 50k hubungi ig 
@nanaanasya batas voucer smpai 31 agustus 2018",5,Positive,21,voucer k barter pulsa k hubungi ig  nanaanasya batas voucer smpai  agustus ,12,voucer k barter pulsa k hubungi ig nanaanasya bata voucer smpai agustu
suka dan membantu,4,Positive,3,suka membantu,2,suka membantu
"saya punya voucher yesdok 200k, guavapass 200k (100+100), diskon 15% airy, 
diskon 50rb airpaz. ada yg mau? bisa dm di ig @kookies1127",3,Neutral,31,voucher yesdok k guavapass k    diskon   airy diskon rb airpaz  dm ig  kookies,13,voucher yesdok k guavapass k diskon airi diskon rb airpaz dm ig kooki
