content;score;sentiment_rating;wordCount;tweet_without_stopwords;wordCount_after_stopwords
"saya punya voucher 200k berlaku sampai 31 juli 2018 jika ada yang berminat 
silahkan dm saya @fachrujaramadhan";5;Positive;17;"saya punya voucher 200k berlaku sampai 31 juli 2018 jika ada yang berminat 
silahkan dm saya @fachrujaramadhan";17
dokter nya sangat membantu dan ramah;5;Positive;6;dokter nya sangat membantu dan ramah;6
good job;5;Positive;2;good job;2
"saya juga punya 200k voucher yesdok.. berlaku s/d 31 juli.. yang minat saya 
jual 50k.. via transfer/pulsa.. dm ke ig @ilham.dm_";5;Positive;21;"saya juga punya 200k voucher yesdok.. berlaku s/d 31 juli.. yang minat saya 
jual 50k.. via transfer/pulsa.. dm ke ig @ilham.dm_";21
"kode vocer spe220 vocer 200k, vocer hanya bisa di gunakan untuk sekali nmr 
registrasi , jdi klw nmr lain mau pake kode nya ttp masih bisa kok, ini 
free ya saya ksh info aplikasi nya bagus bgt kok, sangat membantu saya";5;Positive;41;"kode vocer spe220 vocer 200k, vocer hanya bisa di gunakan untuk sekali nmr 
registrasi , jdi klw nmr lain mau pake kode nya ttp masih bisa kok, ini 
free ya saya ksh info aplikasi nya bagus bgt kok, sangat membantu saya";41
"saya punya voucher yesdok 200k, berlaku sampai 31 juli. barangkali ada yang 
berminat silahkan dm ke ig saya @putrisudarmei. bisa barter dengan pulsa, 
bisa nego. terimakasih☺";5;Positive;26;"saya punya voucher yesdok 200k, berlaku sampai 31 juli. barangkali ada yang 
berminat silahkan dm ke ig saya @putrisudarmei. bisa barter dengan pulsa, 
bisa nego. terimakasih☺";26
barangkali ada yg minat, saya ada voucher yesdok 200k, dm ig fransfeb;5;Positive;12;barangkali ada yg minat, saya ada voucher yesdok 200k, dm ig fransfeb;12
sangat brmnfaat untuk aq yg blum punya anak,,konsultasi ini sangat mmbantu;5;Positive;11;sangat brmnfaat untuk aq yg blum punya anak,,konsultasi ini sangat mmbantu;11
gue ngedownload bkn karna pengen dpt vocer shoppe;3;Neutral;8;gue ngedownload bkn karna pengen dpt vocer shoppe;8
"saya punya voucher 200k nih untuk berkonsultasi di yesdok berlaku smpai 31 
juli, yg minat bisa dm ke ig @syawaliah21 tukeran sma pulsa aja kok 30k, 
terima kasih😊";5;Positive;28;"saya punya voucher 200k nih untuk berkonsultasi di yesdok berlaku smpai 31 
juli, yg minat bisa dm ke ig @syawaliah21 tukeran sma pulsa aja kok 30k, 
terima kasih😊";28
"saya punya voucher 200rb barang kali ada yang butuh barter pulsa aja. hub 
via ig: fachri_157";5;Positive;16;"saya punya voucher 200rb barang kali ada yang butuh barter pulsa aja. hub 
via ig: fachri_157";16
siapa lgi yg minat mau voucer;5;Positive;6;siapa lgi yg minat mau voucer;6
hy kak.. saya punya vocer 200rb nih.. ada yg mau ga yaa;5;Positive;12;hy kak.. saya punya vocer 200rb nih.. ada yg mau ga yaa;12
yang mau voucher 200rb dm ig saya : billynata02 barter sama pulsa ya..;5;Positive;13;yang mau voucher 200rb dm ig saya : billynata02 barter sama pulsa ya..;13
saya punya voucher 200k, yang minat bisa dm ig: @junianr.a;5;Positive;10;saya punya voucher 200k, yang minat bisa dm ig: @junianr.a;10
"yuk konsultasi gratis dengan voucher 200 rb!! masa berlaku voucher sampai 
31 juli. yang minat bisa dm ig : rin2610😊";5;Positive;20;"yuk konsultasi gratis dengan voucher 200 rb!! masa berlaku voucher sampai 
31 juli. yang minat bisa dm ig : rin2610😊";20
"saya memiliki vocer 200k bt dengan pulsa saja,minat langsung cht via dm 
wdys_1";5;Positive;13;"saya memiliki vocer 200k bt dengan pulsa saja,minat langsung cht via dm 
wdys_1";13
saya ad vocer yesdok 200k klo mau dm aj ke ig culanz_keke tukar pulsa☺;5;Positive;14;saya ad vocer yesdok 200k klo mau dm aj ke ig culanz_keke tukar pulsa☺;14
"saya ada voucher 200k sampai 31 juli kalo ada yang mau bisa di tuker pulsa 
atw kuota...minat bisa line saya id line ikka.nurwa...makasih😉";5;Positive;23;"saya ada voucher 200k sampai 31 juli kalo ada yang mau bisa di tuker pulsa 
atw kuota...minat bisa line saya id line ikka.nurwa...makasih😉";23
"saya punya voucher 200k barangkali ada yang mau barter dengan pulsa 50k. 
minat dm aja ig: myadi28";5;Positive;17;"saya punya voucher 200k barangkali ada yang mau barter dengan pulsa 50k. 
minat dm aja ig: myadi28";17
"saya punya vocer yesdok 200 rb berlaku sampai 31juli. bisa di tuker dengan 
pulsa. info lebih lanjut bisa chat lgsng ke line sy id line : dwiadhe17";5;Positive;27;"saya punya vocer yesdok 200 rb berlaku sampai 31juli. bisa di tuker dengan 
pulsa. info lebih lanjut bisa chat lgsng ke line sy id line : dwiadhe17";27
"saya ada voucher 200k dari shopee smpe 31 juli 2018 70k aja (nego) dm ig 
dionpradhana";5;Positive;16;"saya ada voucher 200k dari shopee smpe 31 juli 2018 70k aja (nego) dm ig 
dionpradhana";16
"saya punya voucher 200k berlaku sampai 31juli barang kali ada yang minat 
harga bisa nego ko😉 dm aja ke ig @millajlnt_";5;Positive;21;"saya punya voucher 200k berlaku sampai 31juli barang kali ada yang minat 
harga bisa nego ko😉 dm aja ke ig @millajlnt_";21
ada voucher 200k 31 juli yang minta bisa nego bisa hubungi ig @syofi54;5;Positive;13;ada voucher 200k 31 juli yang minta bisa nego bisa hubungi ig @syofi54;13
"saya ada voucher 200k,berlaku hingga 31 agustus 2018,yng minat dm ke ig 
guevhara06 ya,mkasih";4;Positive;14;"saya ada voucher 200k,berlaku hingga 31 agustus 2018,yng minat dm ke ig 
guevhara06 ya,mkasih";14
saya punya voucher 200k yang minat dm ig feramelin_;4;Positive;9;saya punya voucher 200k yang minat dm ig feramelin_;9
"aku punya voucher 200k..berlaku sampai 31 juli..bs tukar pulsa 50k nego..dm 
@kinanti.gc";4;Positive;12;"aku punya voucher 200k..berlaku sampai 31 juli..bs tukar pulsa 50k nego..dm 
@kinanti.gc";12
saya bru dapet voucher 200k. gimna cara daftarnya;5;Positive;8;saya bru dapet voucher 200k. gimna cara daftarnya;8
"saya ada voucher 200k berlaku sampai 31 juli. buat harga bisa nego, bagi 
yang berminat bisa dm ig @hnwlyh";5;Positive;19;"saya ada voucher 200k berlaku sampai 31 juli. buat harga bisa nego, bagi 
yang berminat bisa dm ig @hnwlyh";19
membantu sangat;5;Positive;2;membantu sangat;2
"saya memiliki vocer yesdok 200k .klo mau dm aja ig : tasya_slsb ..tukeran 
sama pulsa aja 30k 😊";5;Positive;18;"saya memiliki vocer yesdok 200k .klo mau dm aja ig : tasya_slsb ..tukeran 
sama pulsa aja 30k 😊";18
saya ada voucher sampai 31 july ig m.risky1997;5;Positive;8;saya ada voucher sampai 31 july ig m.risky1997;8
mantappp...;5;Positive;1;mantappp...;1
"saya ada vocer 200k, barter dengan 50kpulsa, yang mau silakan hub ig saya 
@deviimarlinna";5;Positive;14;"saya ada vocer 200k, barter dengan 50kpulsa, yang mau silakan hub ig saya 
@deviimarlinna";14
saya ada voucher 200rb harga nego batas berlakunya 31juli;3;Neutral;9;saya ada voucher 200rb harga nego batas berlakunya 31juli;9
"saya punya voucher 200k berlaku sampai 29 juli 2018, yang mau bisa ditukar 
dengan pulsa 50k. hubungi saya di ig @dianaody_";5;Positive;21;"saya punya voucher 200k berlaku sampai 29 juli 2018, yang mau bisa ditukar 
dengan pulsa 50k. hubungi saya di ig @dianaody_";21
pelayanan sangat baik;5;Positive;3;pelayanan sangat baik;3
saya ada voucher 200rb yang berminat bisa dm ke ig saya @heldatnmah;5;Positive;12;saya ada voucher 200rb yang berminat bisa dm ke ig saya @heldatnmah;12
"spe220 kode voucher saya senilai 200.000 di yesdok. silahkan dimanfaatkan 
bagi yang sedang membutuhkan... terimakasih";5;Positive;15;"spe220 kode voucher saya senilai 200.000 di yesdok. silahkan dimanfaatkan 
bagi yang sedang membutuhkan... terimakasih";15
ada voucher 200rb nih, barangkali ada yg minat tuker pulsa atau kuota;3;Neutral;12;ada voucher 200rb nih, barangkali ada yg minat tuker pulsa atau kuota;12
saya ada voucher 200k buat aplikasi ini silakan ig @ekaksmdw;5;Positive;10;saya ada voucher 200k buat aplikasi ini silakan ig @ekaksmdw;10
"saya ada voucher 200k, saya jual 50k via pulsa. yg berminat dm ig saya 
@nurhidayanti791";5;Positive;15;"saya ada voucher 200k, saya jual 50k via pulsa. yg berminat dm ig saya 
@nurhidayanti791";15
bagus;5;Positive;1;bagus;1
saya punya voucher 200k, harga nego aja, dm ig setyopsp;5;Positive;10;saya punya voucher 200k, harga nego aja, dm ig setyopsp;10
"saya ada voucher 200k, bisa barter sama pulsa 50k. bagi yang berminat 
monggo bisa dm ke ig @nunungsulistya";5;Positive;18;"saya ada voucher 200k, bisa barter sama pulsa 50k. bagi yang berminat 
monggo bisa dm ke ig @nunungsulistya";18
"saya punya voucher 200 rb, berakhir tgl 31 juli, siapa cepat dia dapat, 
bisa dinego, silahkan dm @rico_zeal";4;Positive;18;"saya punya voucher 200 rb, berakhir tgl 31 juli, siapa cepat dia dapat, 
bisa dinego, silahkan dm @rico_zeal";18
ada voucher 200k cek ig dery9dki nego;3;Neutral;7;ada voucher 200k cek ig dery9dki nego;7
"saya ada voucher 200k berlaku sampai 31 juli. tuk harga bisa nego. bagi yg 
berminat bisa dm ke ig saya grisselda_143";5;Positive;21;"saya ada voucher 200k berlaku sampai 31 juli. tuk harga bisa nego. bagi yg 
berminat bisa dm ke ig saya grisselda_143";21
"aku ada voucher 200k cmn 100k aja gan bsa nego bagi yang minat hub ig 
@davina_veronica09";5;Positive;16;"aku ada voucher 200k cmn 100k aja gan bsa nego bagi yang minat hub ig 
@davina_veronica09";16
mantaaaappp;4;Positive;1;mantaaaappp;1
yg mau tuker voucer 200rb sm pulsa 20 rb email ke sy;5;Positive;12;yg mau tuker voucer 200rb sm pulsa 20 rb email ke sy;12
sukaa. . . saya ada voucher 200k. minat langsung saja dm @neettamoehammed;5;Positive;12;sukaa. . . saya ada voucher 200k. minat langsung saja dm @neettamoehammed;12
"saya punya voucher 200k, ygminat dm ig; liukl_ berlaku sd 30juli 2018";5;Positive;12;"saya punya voucher 200k, ygminat dm ig; liukl_ berlaku sd 30juli 2018";12
yang mau voucher yes dok saya 200k saya mau tuker pulsa kalau mau;4;Positive;13;yang mau voucher yes dok saya 200k saya mau tuker pulsa kalau mau;13
"sya ada kode voucher 200rb, dari shopee sapa tau ada yg membutuhkan bisa dm 
ke ig : @ananda_fitri";4;Positive;18;"sya ada kode voucher 200rb, dari shopee sapa tau ada yg membutuhkan bisa dm 
ke ig : @ananda_fitri";18
vocer 200rb -31juli. nego cek ig deirrasr;4;Positive;7;vocer 200rb -31juli. nego cek ig deirrasr;7
siip;5;Positive;1;siip;1
good;5;Positive;1;good;1
saya ada voucher 200k, bagi yg minat bisa dm ke ig yovi.pra, bisa nego;4;Positive;14;saya ada voucher 200k, bagi yg minat bisa dm ke ig yovi.pra, bisa nego;14
kalo ada yang mau vocer 200 k bisa hubungi ig saya @indri_18101;4;Positive;12;kalo ada yang mau vocer 200 k bisa hubungi ig saya @indri_18101;12
good aplilasi;5;Positive;2;good aplilasi;2
yang mau voucher 200rb dm ig mrizkyy08 gosah bayar karena itu juga gratis;5;Positive;13;yang mau voucher 200rb dm ig mrizkyy08 gosah bayar karena itu juga gratis;13
sangat bagus;5;Positive;2;sangat bagus;2
"yang butuh voucher 200rb yesdok , bisa hub ig gw rikadianaranik_ig . bisa 
nego";3;Neutral;14;"yang butuh voucher 200rb yesdok , bisa hub ig gw rikadianaranik_ig . bisa 
nego";14
saya ad voucher 200k 50k via pulsa dm aja ig:rioputra.10;5;Positive;10;saya ad voucher 200k 50k via pulsa dm aja ig:rioputra.10;10
aplikasinya sangat bagus. dokternya pun baik dan ramah😊;5;Positive;8;aplikasinya sangat bagus. dokternya pun baik dan ramah😊;8
senng sekali bisa konsultasi dg dokter;5;Positive;6;senng sekali bisa konsultasi dg dokter;6
dokter nya ramah dan bersahabat😊;5;Positive;5;dokter nya ramah dan bersahabat😊;5
bermanfa'at;4;Positive;1;bermanfa'at;1
"saya jual kode vocher 200rb dari shopee yang mau bisa kirim email ke 
andreas.atp22@gmail.c*m";5;Positive;14;"saya jual kode vocher 200rb dari shopee yang mau bisa kirim email ke 
andreas.atp22@gmail.c*m";14
dokternya ramah;5;Positive;2;dokternya ramah;2
yg berminat voucher 200k, dm aja ke ig : alisyaaa_;5;Positive;10;yg berminat voucher 200k, dm aja ke ig : alisyaaa_;10
👌👍;5;Positive;1;👌👍;1
saya ada vocher 200k, dijual 50k via pulsa minat dm ig ryankurniawan_;5;Positive;12;saya ada vocher 200k, dijual 50k via pulsa minat dm ig ryankurniawan_;12
😍😍;5;Positive;1;😍😍;1
sangat membantu;5;Positive;2;sangat membantu;2
"bagus apps .. oh y sy ad vocer lebih ad 200k silahkan dm di ig madhinaa26 
bisa di nego..👍";4;Positive;19;"bagus apps .. oh y sy ad vocer lebih ad 200k silahkan dm di ig madhinaa26 
bisa di nego..👍";19
"saya punya voucher 200rb ,bagi yg butuh bs hub sy lewat dm di ig nunna tera 
,smpe akhir juli tgl 31 ,,hrg nego";5;Positive;23;"saya punya voucher 200rb ,bagi yg butuh bs hub sy lewat dm di ig nunna tera 
,smpe akhir juli tgl 31 ,,hrg nego";23
saya dapet voucher 200 rb, yang mau silahkan, bisa dinego;4;Positive;10;saya dapet voucher 200 rb, yang mau silahkan, bisa dinego;10
membantu sekali. suka banget dengan aplikasi nya.. 😊;5;Positive;8;membantu sekali. suka banget dengan aplikasi nya.. 😊;8
saya punya voucer 200k minat dm ya;4;Positive;7;saya punya voucer 200k minat dm ya;7
sangat membantu;5;Positive;2;sangat membantu;2
saya punya voucer 200k yg minat?;3;Neutral;6;saya punya voucer 200k yg minat?;6
"sy mempunyai voucher, tetapi jarang untuk di gunakan. saya punya voucher 
200k minat?, dm ig sy pinkkanshullaa";5;Positive;17;"sy mempunyai voucher, tetapi jarang untuk di gunakan. saya punya voucher 
200k minat?, dm ig sy pinkkanshullaa";17
dokter nya ramah;5;Positive;3;dokter nya ramah;3
"bagus banget sangat membantu. bdw saya ada saldo 200rb saya jual 150 saja. 
ada yang minat?";5;Positive;16;"bagus banget sangat membantu. bdw saya ada saldo 200rb saya jual 150 saja. 
ada yang minat?";16
ok;5;Positive;1;ok;1
"sangat membatu dari masalah yang sedang dihadapi seputar kesehata. dan 
dokternya juga langsung memberikan solusi dan masukan dari yang kita alami.";5;Positive;21;"sangat membatu dari masalah yang sedang dihadapi seputar kesehata. dan 
dokternya juga langsung memberikan solusi dan masukan dari yang kita alami.";21
sangat membantu;5;Positive;2;sangat membantu;2
good;5;Positive;1;good;1
sangat membantu 🙏🙏;5;Positive;3;sangat membantu 🙏🙏;3
sangat membantu;5;Positive;2;sangat membantu;2
mantap dan sangat bermanfaat 👍;5;Positive;5;mantap dan sangat bermanfaat 👍;5
"lagi serius konsultasi tibatiba terputus, padahal koneksi lg bagus, durasi 
juga belum habis. kan kesel 😑";3;Neutral;16;"lagi serius konsultasi tibatiba terputus, padahal koneksi lg bagus, durasi 
juga belum habis. kan kesel 😑";16
enak nyaman.. cuman msh bingung cara cari rekaman video call nya sm dokter🤔;5;Positive;13;enak nyaman.. cuman msh bingung cara cari rekaman video call nya sm dokter🤔;13
"saya mau jual voucher saya 200k harga 150k saja. minat dm ig saya 
@debbypermata7 akhir bulan ini hangus jadi yg mau dm ya";4;Positive;23;"saya mau jual voucher saya 200k harga 150k saja. minat dm ig saya 
@debbypermata7 akhir bulan ini hangus jadi yg mau dm ya";23
"saya masih memiliki saldo namun sepertinya saya tdk memerlukannya sekarang, 
apakah saldo itu bisa diberikan kpd org lain?. jika ia disini yg 
membutuhkan segera kontak saya";4;Positive;26;"saya masih memiliki saldo namun sepertinya saya tdk memerlukannya sekarang, 
apakah saldo itu bisa diberikan kpd org lain?. jika ia disini yg 
membutuhkan segera kontak saya";26
membantu;4;Positive;1;membantu;1
dokternya bersahabat,ramah,baik ,sangat membantu..terima kasih;5;Positive;5;dokternya bersahabat,ramah,baik ,sangat membantu..terima kasih;5
dokter nya bersahabat dan baik... + cantik2... hehehe;5;Positive;8;dokter nya bersahabat dan baik... + cantik2... hehehe;8
sangat membantu;4;Positive;2;sangat membantu;2
sangat membantu;4;Positive;2;sangat membantu;2
thanks;5;Positive;1;thanks;1
sangat membantu sekali, rekomended banget pokoknya 😘😍;5;Positive;7;sangat membantu sekali, rekomended banget pokoknya 😘😍;7
😘😘😘;5;Positive;1;😘😘😘;1
amazing;5;Positive;1;amazing;1
keren , tapi kalo biaya lebih murah lebih keren lagi hehe;4;Positive;11;keren , tapi kalo biaya lebih murah lebih keren lagi hehe;11
membantu sekali.....;4;Positive;2;membantu sekali.....;2
sangat baik;5;Positive;2;sangat baik;2
👌👍;5;Positive;1;👌👍;1
sangat membantu;5;Positive;2;sangat membantu;2
top bgt;5;Positive;2;top bgt;2
"konsultasi tanpa capek pergi ke klinik ,kita bisa konsultasi dan langsung 
dikasih resep sesuai dengan keluhan kita .";5;Positive;18;"konsultasi tanpa capek pergi ke klinik ,kita bisa konsultasi dan langsung 
dikasih resep sesuai dengan keluhan kita .";18
sangat membantu, dokter sangat bersahabat;5;Positive;5;sangat membantu, dokter sangat bersahabat;5
sangat membantu... dokternya pun sangat bersahabat...;5;Positive;6;sangat membantu... dokternya pun sangat bersahabat...;6
bisa membantumu saat bingung;5;Positive;4;bisa membantumu saat bingung;4
"sangat membantu. tapi setelah 5 menit panggilan kurang lancar atau tidak 
terhubung.";5;Positive;12;"sangat membantu. tapi setelah 5 menit panggilan kurang lancar atau tidak 
terhubung.";12
sangat membantu;5;Positive;2;sangat membantu;2
"saya memiliki voucher yes dok , kebetulan saya blm membutuhkan, bagi yg 
benar benar membutuhkan konsul di app ini bisa hub saya.tx";5;Positive;22;"saya memiliki voucher yes dok , kebetulan saya blm membutuhkan, bagi yg 
benar benar membutuhkan konsul di app ini bisa hub saya.tx";22
suka;5;Positive;1;suka;1
sangat membatuuuuu rekomended;5;Positive;3;sangat membatuuuuu rekomended;3
suka banget deh;5;Positive;3;suka banget deh;3
sangat membantu dan dokternya ramah;5;Positive;5;sangat membantu dan dokternya ramah;5
membantu skali , suka banget sama vidio langsung nya;5;Positive;9;membantu skali , suka banget sama vidio langsung nya;9
tes;4;Positive;1;tes;1
sangat bermanfaat sekali;5;Positive;3;sangat bermanfaat sekali;3
sangat membantu , trimakasi yesdok;5;Positive;5;sangat membantu , trimakasi yesdok;5
sangat membantu;5;Positive;2;sangat membantu;2
sangat membantu;5;Positive;2;sangat membantu;2
sangat membantu..;5;Positive;2;sangat membantu..;2
sangat membantu;4;Positive;2;sangat membantu;2
penanganan ny baik;4;Positive;3;penanganan ny baik;3
mantep;5;Positive;1;mantep;1
okelah;5;Positive;1;okelah;1
aplikasi ini sangat bermanfaatt dan membantu;5;Positive;6;aplikasi ini sangat bermanfaatt dan membantu;6
sangat menyenangkan;5;Positive;2;sangat menyenangkan;2
apakah ada dokter spesialisnya? bagaimana cara menggunakan nya?;4;Positive;8;apakah ada dokter spesialisnya? bagaimana cara menggunakan nya?;8
sangat membantu;5;Positive;2;sangat membantu;2
"terima kasih, aplikasi ini membantu banget untuk konsul dengan dokter 
secara online";5;Positive;12;"terima kasih, aplikasi ini membantu banget untuk konsul dengan dokter 
secara online";12
aplikasi nya bermanfaat;5;Positive;3;aplikasi nya bermanfaat;3
"gimana cara menghubunginya ini susah bgt stiap di angkat tlpnya mati mulu 
gajelas";2;Negative;13;"gimana cara menghubunginya ini susah bgt stiap di angkat tlpnya mati mulu 
gajelas";13
sangat membantu sekali 🎉🎉;5;Positive;4;sangat membantu sekali 🎉🎉;4
daftar susah;1;Negative;2;daftar susah;2
"dari galaxy tab s2 8.0 masih gagal, padahal sudah coba berkali kali, trims 
...";3;Neutral;14;"dari galaxy tab s2 8.0 masih gagal, padahal sudah coba berkali kali, trims 
...";14
oke;5;Positive;1;oke;1
tambahkan fitur konsultasi lewat chat;5;Positive;5;tambahkan fitur konsultasi lewat chat;5
alhamdulillah bisa berkomunikasi dengan dokter yang ramah dan bersahabat;5;Positive;9;alhamdulillah bisa berkomunikasi dengan dokter yang ramah dan bersahabat;9
"sangat membantu, saya sangat suka, bahus banget ada aplikasi kegini.. 
trrimakasih bnyak..";5;Positive;12;"sangat membantu, saya sangat suka, bahus banget ada aplikasi kegini.. 
trrimakasih bnyak..";12
sangat membantu terima kasih udh ada aplikasi sprti ini;5;Positive;9;sangat membantu terima kasih udh ada aplikasi sprti ini;9
"maunya ada daftar dokternya.kalau ingin konsultasi ke dokter 
spesialisnya.sepertinya hanya tersedia dokter umum ya?";5;Positive;14;"maunya ada daftar dokternya.kalau ingin konsultasi ke dokter 
spesialisnya.sepertinya hanya tersedia dokter umum ya?";14
aplikasi ini apa bisa untuk konsultasi masalah kulit? atau kecantikan?;5;Positive;10;aplikasi ini apa bisa untuk konsultasi masalah kulit? atau kecantikan?;10
"wow aplikasi yg sangat membantu sejalu buat saya , bisa konsultasi dan 
dokter nya pun ramah² dan dokter nya pun memberi kan saran. good job!!! 
bintang 5 buat yesdok";5;Positive;29;"wow aplikasi yg sangat membantu sejalu buat saya , bisa konsultasi dan 
dokter nya pun ramah² dan dokter nya pun memberi kan saran. good job!!! 
bintang 5 buat yesdok";29
"sangat membantu sekali,lumayan dapet voucher dari shopee.id jadi bisa 
tanya"" deh sma dokter di yesdok.... makasih buat shopper.id dan yes dok";5;Positive;21;"sangat membantu sekali,lumayan dapet voucher dari shopee.id jadi bisa 
tanya"" deh sma dokter di yesdok.... makasih buat shopper.id dan yes dok";21
recomended;5;Positive;1;recomended;1
semua sudah bagus,hanya kualitas panggilan nya aja di perbaiki lagim;5;Positive;10;semua sudah bagus,hanya kualitas panggilan nya aja di perbaiki lagim;10
dokter nya ketiduran 🤣🤣🤣🤣 macam mana nih dokter;3;Neutral;8;dokter nya ketiduran 🤣🤣🤣🤣 macam mana nih dokter;8
sangat membatu dan ngasih saran yg sangat membatu;5;Positive;8;sangat membatu dan ngasih saran yg sangat membatu;8
sangat membantu;5;Positive;2;sangat membantu;2
udah bayar 50.000 jaringan.terputus bedebahh;1;Negative;5;udah bayar 50.000 jaringan.terputus bedebahh;5
sangat membantu dan saya suka;5;Positive;5;sangat membantu dan saya suka;5
lumayan;5;Positive;1;lumayan;1
alhamdulilah, recomended sekali.. wajib punya nih;5;Positive;6;alhamdulilah, recomended sekali.. wajib punya nih;6
"sangat bermanfaat. 24 jam siap melayani. telpon jam set 2 malem masih di 
respon 👍👍👍";5;Positive;15;"sangat bermanfaat. 24 jam siap melayani. telpon jam set 2 malem masih di 
respon 👍👍👍";15
tolong tambahkan chatting.. ga suka make telepon soalnya..;5;Positive;8;tolong tambahkan chatting.. ga suka make telepon soalnya..;8
sangat membantu;5;Positive;2;sangat membantu;2
good;5;Positive;1;good;1
dokter sangat bersahabat;5;Positive;3;dokter sangat bersahabat;3
baik;5;Positive;1;baik;1
bagus bgt dokternya ramah;5;Positive;4;bagus bgt dokternya ramah;4
diagnosisnya lengkap, mengerti keluhan pasiennya, dokternya ramah lagi;4;Positive;8;diagnosisnya lengkap, mengerti keluhan pasiennya, dokternya ramah lagi;8
ok;5;Positive;1;ok;1
"dokter sangat ramah,, cuma kalu bisa ada dokter spesialisnya. misal mau 
konsultasi tentang anak lebih asyik kalau ada dokter spesialis anak.";5;Positive;21;"dokter sangat ramah,, cuma kalu bisa ada dokter spesialisnya. misal mau 
konsultasi tentang anak lebih asyik kalau ada dokter spesialis anak.";21
lumayan untuk konsultasi 👍👍;5;Positive;4;lumayan untuk konsultasi 👍👍;4
saya memiliki kode undangan;3;Neutral;4;saya memiliki kode undangan;4
"knpa ga bisa di buka? pdhal baru isi kuotq dan jaringan sma sinyal juga 
bagus. hmm.";2;Negative;16;"knpa ga bisa di buka? pdhal baru isi kuotq dan jaringan sma sinyal juga 
bagus. hmm.";16
sangat membantu apalagi disaat tengah malam.;5;Positive;6;sangat membantu apalagi disaat tengah malam.;6
bagus;5;Positive;1;bagus;1
is the best;5;Positive;3;is the best;3
good apps;5;Positive;2;good apps;2
sangat membantu lebih praktis;5;Positive;4;sangat membantu lebih praktis;4
terbantu sekali dgn adanya aplikasi ini untuk saya yg punya 2 anak kecil;5;Positive;13;terbantu sekali dgn adanya aplikasi ini untuk saya yg punya 2 anak kecil;13
"mantap nih aplikasinya ketemu dokter yang sangat ramah, baik, sgt hebat 
pokoknya. karena aku sering konsul malam jadi ketemu sama dokter fatimah 
ali yg sangat luar biasa";5;Positive;27;"mantap nih aplikasinya ketemu dokter yang sangat ramah, baik, sgt hebat 
pokoknya. karena aku sering konsul malam jadi ketemu sama dokter fatimah 
ali yg sangat luar biasa";27
tanggapan nya lebih cepet luar biasa;5;Positive;6;tanggapan nya lebih cepet luar biasa;6
"tidak ada pilihan dokter terlebih dahulu, baru call ya? kok lgsg konsultasi 
tanpa pilihan terlebih dahulu???";4;Positive;16;"tidak ada pilihan dokter terlebih dahulu, baru call ya? kok lgsg konsultasi 
tanpa pilihan terlebih dahulu???";16
"maaf sy kasih 2 dulu bintangnya, soalnya aplikasinya ga bisa dibuka. 
gimana, nih?";2;Negative;13;"maaf sy kasih 2 dulu bintangnya, soalnya aplikasinya ga bisa dibuka. 
gimana, nih?";13
"sangat membatu sekali dalam keadaan urgent,,tingkat kan terus ya aplikasi 
yesdok na. thanks";5;Positive;13;"sangat membatu sekali dalam keadaan urgent,,tingkat kan terus ya aplikasi 
yesdok na. thanks";13
sangat membantu,,,...;5;Positive;2;sangat membantu,,,...;2
sangat membantu;5;Positive;2;sangat membantu;2
saya dapat dari shopee, gimana caranya ya?;4;Positive;7;saya dapat dari shopee, gimana caranya ya?;7
"sangat membantu ketika sakit tiba""..";5;Positive;5;"sangat membantu ketika sakit tiba""..";5
"sangat membantu ketika si kecil tiba2 muntah2, panik ada yesdok konsultasi 
nyaman";5;Positive;12;"sangat membantu ketika si kecil tiba2 muntah2, panik ada yesdok konsultasi 
nyaman";12
saya dapat undangan dari shoppe bagaimana cara menggunakan nya;4;Positive;9;saya dapat undangan dari shoppe bagaimana cara menggunakan nya;9
semoga bs membantu 🙏;5;Positive;4;semoga bs membantu 🙏;4
saya sangat suka, sangat membantu;5;Positive;5;saya sangat suka, sangat membantu;5
kode ga masuk2;2;Negative;3;kode ga masuk2;3
keren;5;Positive;1;keren;1
sangat membantu sekali;5;Positive;3;sangat membantu sekali;3
dokter sangat bersahabat;5;Positive;3;dokter sangat bersahabat;3
"cara konsultasi lewat pesan gmna ya, dok klo lg mlas, telfonan atau video 
call";4;Positive;14;"cara konsultasi lewat pesan gmna ya, dok klo lg mlas, telfonan atau video 
call";14
sangat membantu,,,;5;Positive;2;sangat membantu,,,;2
saya dapat undangan dari shoppe bagaimana cara menggunakn nya..?;4;Positive;9;saya dapat undangan dari shoppe bagaimana cara menggunakn nya..?;9
sangat membantu dlam jangkauan jauh terutama;5;Positive;6;sangat membantu dlam jangkauan jauh terutama;6
sangat membantu;5;Positive;2;sangat membantu;2
pda baik semua dokternya;5;Positive;4;pda baik semua dokternya;4
alhamdulilah sangat membatu;5;Positive;3;alhamdulilah sangat membatu;3
sangat membantu;5;Positive;2;sangat membantu;2
bagus sekali dan membantu;5;Positive;4;bagus sekali dan membantu;4
tepat terbaik untuk konsultasi.... pada baik lohh dokter nya...;5;Positive;9;tepat terbaik untuk konsultasi.... pada baik lohh dokter nya...;9
mantap;4;Positive;1;mantap;1
sangat membantu,, terimakasihh;5;Positive;3;sangat membantu,, terimakasihh;3
sangat bermanfaat;5;Positive;2;sangat bermanfaat;2
